category,itemId,parentCategory,title,imageUrl,itemHashint64,upc,modifiedDate,createdDate,department,popularityIndex,brand,isActive
HARDWARE - DOOR (LOCKS SCHLAGE),107778,LOCKSETS,Camelot Interconnect Lockset with Accent Lever &#40;Satin Nickel&#41;,http://images.example.com/product/converted/043156/043156215829.jpg,42356807982229229,043156215829,2013-02-08 10:09:27,2013-01-23 01:58:38,HARDWARE,NULL,Schlage,0
WINDOWS-VINYL-THERMASTAR 20 SERIES,327435,WINDOWS,31-3/4-in x 61-3/4-in 25 Series Vinyl Double Pane  Double Hung Window,http://images.example.com/product/converted/748171/748171616933.jpg,42357517413744063,748171616933,2013-02-08 10:10:53,2013-01-23 02:10:28,MILLWORK,NULL,ThermaStar by Pella,0
CUTLER HAMMER PANEL BOXES,410871,SWITCH GEAR & ACCESSORIES,50-Circuit 40-Space 200-Amp Main Breaker Load Center (Value Pack),http://images.example.com/product/converted/000000/000000000000.jpg,42366847683154105,786685478586,2013-02-08 10:11:33,2013-01-23 02:15:55,ROUGH ELECTRICAL,NULL,Eaton,0
MOULDING-DECORATIVE WOOD,107624,MOULDINGS,WHW CROWN CORNER LARGE MID,http://images.example.com/product/converted/009215/009215081583.jpg,42374937774020303,009215081583,2013-02-08 10:09:27,2013-01-23 01:58:37,MILLWORK,NULL,EverTrue,0
COMPUTER ACCESSORIES,133803,MULTIMEDIA - RE,Dusting Air,http://images.example.com/product/converted/044476/044476061417.jpg,42375550358987591,044476061417,2013-02-08 10:09:37,2013-01-23 01:59:59,ROUGH ELECTRICAL,NULL,RCA,0
LAWN & GARDEN - STRNG TRIMMERS-ELEC,383349,TRIMMER / EDGER / AUGERS,5.5-Amp 15-in Corded Electric String Trimmer and Edger,http://images.example.com/product/converted/845534/845534081596.jpg,42377111568906582,845534081596,2013-02-08 10:11:23,2013-01-23 02:14:30,OUTDOOR POWER EQUIPMENT,NULL,WORX,0
TOOLS - CHISELS AND FILES,294684,HAND TOOLS,8-in File,http://images.example.com/product/converted/843744/843744000918.jpg,42377627339111295,843744000918,2013-02-08 10:10:40,2013-01-23 02:08:23,TOOLS,NULL,Kobalt,0
MC CABLE,243361,ELECTRICAL CABLE,12-2 MC W/GREEN GRND AL CLAD LFT,http://images.example.com/product/converted/000000/000000000000.jpg,42382140311151159,032886079627,2013-02-08 10:10:21,2013-01-23 02:06:21,ROUGH ELECTRICAL,NULL,Southwire,0
MOULDING-DECORATIVE WOOD,105786,MOULDINGS,"PRMD ACCENT EGG&DART 1-9/32""X8'",http://images.example.com/product/converted/009215/009215082061.jpg,42385506483107487,009215082061,2013-02-08 10:09:26,2013-01-23 01:58:32,MILLWORK,NULL,EverTrue,0
PLUMBING-P/F - PLASTIC COIL FTGS.,162797,FITTINGS,"1""Dia. Adapter",http://images.example.com/product/converted/052063/052063020785.jpg,42386043996175373,052063020785,2013-02-08 10:09:49,2013-01-23 02:01:53,ROUGH PLUMBING,NULL,FLO Control,0
UTILITY RUGS,320876,RUGS,"48"" x 72"" Clean Loop Door Mat",http://images.example.com/product/converted/086364/086364030174.jpg,42387644596799596,086364030174,2013-02-08 10:10:50,2013-01-23 02:10:07,WIND/WALLS,NULL,"Apache Mills, Inc.",0
TOOLS - NAIL APRONS/TOOL BELTS,145495,MISCELLANEOUS SPECIALTY TOOLS,Magnetic Hammer Holster,http://images.example.com/product/converted/718122/718122202713.jpg,42393634238174350,718122202713,2013-02-08 10:09:42,2013-01-23 02:00:51,TOOLS,NULL,MagnoGrip,0
FLAGS/AMERICAN/STATE/ACCESSORIES,263471,BANNERS/US FLAGS,1.5' x 3' Polycotton Patriotic Pleated Mini Fan Flag,http://images.example.com/product/converted/093581/093581296160.jpg,42395702863406917,093581296160,2013-02-08 10:10:28,2013-01-23 02:07:12,OUTDOOR FASHIONS,NULL,Valley Forge Flag,0
FRUIT TREES,372510,SHRUBS/TREES,3-Gallon White Texas Olive (L22618),http://images.example.com/product/converted/000000/000000000000.jpg,42408250779022442,783975609446,2013-02-08 10:11:16,2013-01-23 02:13:47,NURSERY & GARDENING,NULL,Unbranded,0
OLD WORLD BATH HARDWARE,95236,BATH DECOR,"24"" Harborside Oil-Rubbed Bronze Towel Bar",http://images.example.com/product/converted/019934/019934091961.jpg,42409373598607255,019934091961,2013-02-08 10:12:13,2013-01-23 01:57:47,FASHION PLUMBING,NULL,Style Selections,0
P&S-SOCKETS/ADAPTERS/CANOPY SWITCH,246896,WIRING DEVICES,660-Watts 250-Volts Medium Base Lamp holder with Pin Black,http://images.example.com/product/converted/785007/785007305357.jpg,42413014047403791,785007305357,2013-02-08 10:10:22,2013-01-23 02:06:31,ROUGH ELECTRICAL,NULL,Pass & Seymour/Legrand,0
POINSETTIAS,394196,"ANNUALS, PERENNIALS & VEGETABLES",1.5 QT POINSETTIA WHITE CERAMIC,http://images.example.com/product/converted/024719/024719130049.jpg,42415610504072947,024719120378,2013-02-08 10:11:28,2013-01-23 02:15:04,NURSERY & GARDENING,NULL,Unbranded,0
NUMBERS AND LETTERS,213569,GENERAL HARDWARE,Garage Sale Kit,http://images.example.com/product/converted/045899/045899317235.jpg,42417492071634233,045899317235,2013-02-08 10:10:07,2013-01-23 02:04:29,HARDWARE,NULL,The Hillman Group,0
MONROVIA - SHRUBS,431941,SHRUBS/TREES,3.00 QT BLU MOON KY WISTERIA,http://images.example.com/product/converted/000000/000000000000.jpg,42437089843502688,014949005071,2013-02-08 10:11:41,2013-01-23 02:16:48,NURSERY & GARDENING,NULL,Monrovia,0
SECURITY DOORS - COLUMBIA,108028,EXTERIOR SECURITY,34-3/4-in x 81-in Magnum Navajo Powder Coat Steel Security Door,http://images.example.com/product/converted/046835/046835023562.jpg,42439866561696698,046835023562,2013-02-08 10:09:27,2013-01-23 01:58:38,MILLWORK,NULL,Columbia Mfg.,0
PONDS & ACCESSORIES,129048,PONDS/WATER GARDENING,Creating Beautiful Ponds and Waterfalls DVD,http://images.example.com/product/converted/046798/046798190776.jpg,42443354832425523,046798190776,2013-02-08 10:09:35,2013-01-23 01:59:44,OUTDOOR FASHIONS,NULL,Tetra,0
WINDOW-SPECIALTY-STORM,13052,WINDOWS,32-in x 55-in Single Glazed Storm Window,http://images.example.com/product/converted/656073/656073000562.jpg,42447968324260578,656073000562,2013-02-08 10:09:36,2013-01-23 01:51:36,MILLWORK,NULL,Comfort-Bilt,0
MOULDING - DECORATIVE POLY,82590,MOULDINGS,3/4-in x 2-3/4-in x 8-ft Painted HDP Chair Rail Moulding (Pattern AV),http://images.example.com/product/converted/840469/840469032293.jpg,42452157343811858,840469032293,2013-02-08 10:12:05,2013-01-23 01:56:50,MILLWORK,NULL,EverTrue,0
TOTES - CLEAR,55108,PLASTIC STORAGE,Polyester King Hypoallergenic Mattress or Box Spring with Bed Bug Protection,http://images.example.com/product/converted/643910/643910003060.jpg,42458004176547148,643910003060,2013-02-08 10:11:51,2013-01-23 01:54:50,SHELVING & HOUSEWARES,NULL,Sleep Safe ZipCovers,0
WINDOWS-VINYL-THERMASTAR WEST,222723,WINDOWS,24-in x 60-in Single Hung Window,http://images.example.com/product/converted/724475/724475326815.jpg,42460890806535895,724475326815,2013-02-08 10:10:11,2013-01-23 02:05:03,MILLWORK,NULL,ThermaStar by Pella,0
STYLE SELECTIONS MIRRORS,125438,MIRRORS & ACCENTS,"DRP 12""X12"" DNCE IN THE RAIN MIRR",http://images.example.com/product/converted/000000/000000000000.jpg,42474588694545432,740459626849,2013-02-08 10:09:34,2013-01-23 01:59:35,WIND/WALLS,NULL,Style Selections,0
ALLEN + ROTH METAL DRAPERY HARDWARE,275313,DRAPERY HARDWARE,72-in to 144-in Castleton Gold Curtain Rod,http://images.example.com/product/converted/834363/834363006399.jpg,42482185277526211,834363006399,2013-02-08 10:10:33,2013-01-23 02:07:40,WIND/WALLS,NULL,allen + roth,0
LIVE NURSERY-GRASSES&GROUND COVERS,418382,"ANNUALS, PERENNIALS & VEGETABLES",2.5-Quart Carex Grass GCS (11192),http://images.example.com/product/converted/000000/000000000000.jpg,42494982520310243,022532070078,2013-02-08 10:11:35,2013-01-23 02:16:14,NURSERY & GARDENING,NULL,Unbranded,0
FREESTAND ELECT RANGES - FRIGIDAIRE,296224,FREE STANDING RANGES,30-in Smooth Surface Freestanding 4-Element 5.3 cu ft Electric Range (Stainless),http://images.example.com/product/converted/012505/012505549113.jpg,42499298041560646,012505549113,2013-02-08 10:10:40,2013-01-23 02:08:28,APPLIANCES,NULL,Frigidaire,0
GARAGE ACCESSORIES,116127,GARAGE ORGANIZATION,Wheelbarrow Hanger,http://images.example.com/product/converted/075381/075381935586.jpg,42500859115109865,075381935586,2013-02-08 10:09:30,2013-01-23 01:59:08,SHELVING & HOUSEWARES,NULL,ClosetMaid,0
TRUCK BOXES AND RACKS,397812,"TRUCK, TRAILERS & ACCESSORIES",18-5/8 cu ft Black Aluminum Truck Tool Box,http://images.example.com/product/converted/720467/720467148700.jpg,42501616385809224,720467148700,2013-02-08 10:11:30,2013-01-23 02:15:22,HARDWARE,NULL,Kobalt,0
OLYMPIC ONE,461767,INTERIOR PAINTS,QT OLY ONE I/SG BS 5,http://images.example.com/product/converted/000000/000000000000.jpg,42503983420012637,715195972475,2013-02-08 10:11:46,2013-01-23 02:17:20,PAINT,NULL,Olympic ONE,0
PLUMBING-BRASS & PLASTIC FITTINGS,72090,PLUMBING REPAIR SUPPLIES,"3/8"" Lead Free Brass Coupling with Insert",http://images.example.com/product/converted/042805/042805445594.jpg,42510297242764571,042805445594,2013-02-08 10:12:00,2013-01-23 01:56:06,ROUGH PLUMBING,NULL,Watts,0
WINDOWS-ALUM-BETTERBILT,193686,WINDOWS,53-in x 38-in 3740 Series Double Pane Single Hung Window,http://images.example.com/product/converted/028288/028288060349.jpg,42513579246984846,028288060349,2013-02-08 10:10:01,2013-01-23 02:03:29,MILLWORK,NULL,BetterBilt,0
FEATURE WALL,160851,WALL COVERINGS,University Of Louisville Peel and Stick Wall Decals,http://images.example.com/product/converted/034878/034878585710.jpg,42516328918534937,034878585710,2013-02-08 10:09:48,2013-01-23 02:01:44,WIND/WALLS,NULL,RoomMates,0
WRIGHT PRODUCTS,65270,DOOR & WINDOW HARDWARE,Black Replacement Strike Plate,http://images.example.com/product/converted/038462/038462003420.jpg,42520698462854182,038462003420,2013-02-08 10:11:56,2013-01-23 01:55:33,HARDWARE,NULL,WRIGHT PRODUCTS,0
LIVE NURSERY-ANNUALS,411894,"ANNUALS, PERENNIALS & VEGETABLES",1.00-QT VERBENA PREM,http://images.example.com/product/converted/000000/000000000000.jpg,42528213493039315,022532075387,2013-02-08 10:11:33,2013-01-23 02:15:57,NURSERY & GARDENING,NULL,Unbranded,0
PLUMBING-P/F - PVC PRES. FTGS. SCH40,23930,FITTINGS,1/2-in dia. 90-Degree PVC Sch 40 Tee,http://images.example.com/product/converted/025528/025528147426.jpg,42529740657265186,025528147426,2013-02-08 10:10:19,2013-01-23 01:52:27,ROUGH PLUMBING,NULL,LASCO,0
LIGHT BULBS-GENERAL PURPOSE,293092,LIGHT BULBS,8-Pack 57-Watt A19 Medium Base Soft White Incandescent Light Bulbs,http://images.example.com/product/converted/046135/046135157820.jpg,42530645979081941,046135157820,2013-02-08 10:10:39,2013-01-23 02:08:19,LIGHTING,NULL,SYLVANIA,0
JUVENILE BOOKS,420518,BOOKS & MAGAZINES,THOMAS' SUPER JUMBO COLORING BOOK,http://images.example.com/product/converted/000000/000000000000.jpg,42538195219990728,9780307931184,2013-02-08 10:11:36,2013-01-23 02:16:22,WIND/WALLS,NULL,Unbranded,0
VENTILATION - POWER,31008,VENTILATORS,Brown Roof Power Ventilation,http://images.example.com/product/converted/046388/046388129353.jpg,42541551146358226,046388129353,2013-02-08 10:10:45,2013-01-23 01:53:05,BUILDING MATERIALS,NULL,Attic Aire,0
SECURITY DOORS - COLUMBIA,73910,EXTERIOR SECURITY,38-3/4-in x 81-in Alexandria Almond Powder Coat Steel Security Door,http://images.example.com/product/converted/046835/046835027355.jpg,42548571794991665,046835027355,2013-02-08 10:12:01,2013-01-23 01:56:21,MILLWORK,NULL,Gatehouse,0
WINDOW WELL-EXP JOINT-PLASTIC TUB,11196,MASONRY METALS,16-in L x 37-in W x 1-in H Area Wall Grate,http://images.example.com/product/converted/049821/049821752507.jpg,42559749553298503,049821752507,2013-02-08 10:09:29,2013-01-23 01:51:25,BUILDING MATERIALS,NULL,Amerimax,0
EXTERIOR SCREWS AND FASTENERS,331824,NAILS & SCREWS,"SHADOETRACK 2"" UNDER DECK SYSTEM",http://images.example.com/product/converted/000000/000000000000.jpg,42569043279854451,661252200022,2013-02-08 10:10:56,2013-01-23 02:10:53,HARDWARE,NULL,SHADOE TRACK,0
FLOWER BULBS - FALL,225486,FLOWER BULBS,6-Count City of Harlem Hyacinths,http://images.example.com/product/converted/029399/029399842572.jpg,42569501478915501,029399842572,2013-02-08 10:10:13,2013-01-23 02:05:11,NURSERY & GARDENING,NULL,Unbranded,0
NCF-SAUCERS AND CORK MATS,330160,PLANT ACCESSORIES,4-Pack 16 Oz. Plastic Canning Jars with Lids,http://images.example.com/product/converted/014400/014400830006.jpg,42580575539356220,014400830006,2013-02-08 10:10:55,2013-01-23 02:10:44,OUTDOOR FASHIONS,NULL,Ball,0
GE FL WASHER,418422,LAUNDRY - WASHERS,GTAN2800DWW 3.9CF GE WSHR(186281),http://images.example.com/product/converted/000000/000000000000.jpg,42586814048553007,084691247524,2013-02-08 10:11:35,2013-01-23 02:16:15,APPLIANCES,NULL,GE,0
VENTILATION - STATIC ROOF VENTS,208920,VENTILATORS,"12""L x 12""W  Vinyl Flashing",http://images.example.com/product/converted/736223/736223144305.jpg,42587777316974634,736223144305,2013-02-08 10:10:06,2013-01-23 02:04:13,BUILDING MATERIALS,NULL,CMI,0
BATH SCALES,145616,BATH STORAGE,WW PRECISION ELECTRONIC SCALE,http://images.example.com/product/converted/000000/000000000000.jpg,42590036986965666,068459230584,2013-02-08 10:09:42,2013-01-23 02:00:51,FASHION PLUMBING,NULL,Weight Watchers,0
EXTERIOR SCREWS AND FASTENERS,225870,NAILS & SCREWS,1 Lbs. #8 x 1-5/8-in Stainless Steel Square Deck Screws,http://images.example.com/product/converted/764666/764666520226.jpg,42608044873774368,764666520226,2013-02-08 10:10:13,2013-01-23 02:05:12,HARDWARE,NULL,Grip-Rite,0
12X12 VINYL TILE,178188,STOCK VINYL FLOOR COVERING,Crescendo Mesa Stone II  Canyon  Shadow Floating Vinyl Tile,http://images.example.com/product/converted/042369/042369537216.jpg,42608820199431131,042369537216,2013-02-08 10:09:56,2013-01-23 02:02:43,FLOORING,NULL,Armstrong,0
PAINT-EXTERIOR-BARN/FENCE/TRACTOR,48706,UTILITY PAINT,5-Gallon Exterior Gloss Red Paint,http://images.example.com/product/converted/042397/042397565021.jpg,42613289904070080,042397565021,2013-02-08 10:11:48,2013-01-23 01:54:19,PAINT,NULL,Valspar,0
WINDOWS-ALUM-AWP,22902,WINDOWS,38-in x 26-1/2-in 500 Series Single Pane Replacement Single Hung Window,http://images.example.com/product/converted/664275/664275252115.jpg,42614651967259620,664275252115,2013-02-08 10:10:14,2013-01-23 01:52:22,MILLWORK,NULL,West Palm,0
FLOWER BULBS - SPRING EDIBLES,346597,FLOWER BULBS,EDIBLE COLLECTION A 75PK,http://images.example.com/product/converted/000000/000000000000.jpg,42619747141987768,685229009685,2013-02-08 10:11:03,2013-01-23 02:11:48,NURSERY & GARDENING,NULL,Garden State Bulb,0
GAS SPACE HEATERS AND ACCESS,51437,SEASONAL HEATING,Liquid Propane Plaque Heater,http://images.example.com/product/converted/800084/800084008097.jpg,42621796077311210,800084008097,2013-02-08 10:11:49,2013-01-23 01:54:34,OUTDOOR FASHIONS,NULL,Feature Comforts,0
DECORATIVE WALLPLATES,364653,WALL PLATES & DIMMERS,1-Gang Dark Oil-Rubbed Bronze Decorator Rocker Metal Wall Plate,http://images.example.com/product/converted/654880/654880016325.jpg,42624007925496299,654880016325,2013-02-08 10:11:14,2013-01-23 02:13:27,ROUGH ELECTRICAL,NULL,allen + roth,0
MASONRY ANCHORS,142049,FASTENERS,"5/16X2-1/2"" PARASLEEVE /DRILLBIT",http://images.example.com/product/converted/058060/058060184628.jpg,42630732042348927,058060184628,2013-02-08 10:09:41,2013-01-23 02:00:32,HARDWARE,NULL,Cobra,0
PRE-HUNG:MOLDED HOLLOW CORE 2 PANEL,56501,INTERIOR DOORS,30-in x 80-in 2-Panel Hollow Molded Composite Left-Hand Interior Single Prehung Door,http://images.example.com/product/converted/030151/030151129480.jpg,42640534316364221,030151129480,2013-02-08 10:11:51,2013-01-23 01:54:56,MILLWORK,NULL,ReliaBilt,0
DUSK-TO-DAWN,333553,SECURITY LIGHTING & WORK LIGHTS,13-Watt White Dusk-to-Dawn Security Light,http://images.example.com/product/converted/755284/755284011562.jpg,42640674830406612,755284011562,2013-02-08 10:10:57,2013-01-23 02:11:00,LIGHTING,NULL,Utilitech,0
ROUND SEATS WOOD WHITE,275738,TOILET SEATS,Lift-Off White Wood Round Toilet Seat,http://images.example.com/product/converted/073088/073088141330.jpg,42645934228076292,073088141330,2013-02-08 10:10:33,2013-01-23 02:07:41,FASHION PLUMBING,NULL,Church,0
THOMPSONS- EXT STAINS,214089,EXTERIOR STAIN & SEALERS,5-Gallon Sheer Honey Gold Waterproofer Plus Tinted Wood Protector,http://images.example.com/product/converted/032053/032053218255.jpg,42675668484508005,032053218255,2013-02-08 10:10:08,2013-01-23 02:04:31,PAINT,NULL,Thompson's WaterSeal,0
SOS SE DELTA LAVATORY & BATH FAUCET,252621,SOS FAUCETS,SOSE JETTED SHOWER SYSTEM TRIM,http://images.example.com/product/converted/034449/034449520973.jpg,42675844031276904,034449520973,2013-02-08 10:10:25,2013-01-23 02:06:48,FASHION PLUMBING,NULL,Delta,0
PLUMBING-SINK STRAINERS,131532,PLUMBING REPAIR SUPPLIES,Chrome Replacement Basket,http://images.example.com/product/converted/046224/046224016328.jpg,42676924699576021,046224016328,2013-02-08 10:09:36,2013-01-23 01:59:53,ROUGH PLUMBING,NULL,Keeney Mfg. Co.,0
NCF-TRELLIS,67854,TRELLIS / EDGING,"21""W x 48""H Heartwood Fan Trellis",http://images.example.com/product/converted/023183/023183000926.jpg,42682458027635746,023183000926,2013-02-08 10:11:57,2013-01-23 01:55:45,OUTDOOR FASHIONS,NULL,Matthews Four Seasons,0
LIVE NURSERY-ANNUALS,154224,"ANNUALS, PERENNIALS & VEGETABLES",Quart Seed Geranium (L17273),http://images.example.com/product/converted/020536/020536977942.jpg,42692772708624285,020536977942,2013-02-08 10:09:45,2013-01-23 02:01:19,NURSERY & GARDENING,NULL,Unbranded,0
BRASSCRAFT FAUCET REPAIR,273317,FAUCET/TOILET/SINK/MISC REPAIR,"13/16"" - 3/8R BEVELLED BIBB WASHE",http://images.example.com/product/converted/000000/000000000000.jpg,42700023481254993,773491039438,2013-02-08 10:10:32,2013-01-23 02:07:34,ROUGH PLUMBING,NULL,BrassCraft,0
SOS PRICE PFISTER FAUCETS,314924,SOS FAUCETS,Treviso Brushed Nickel 1-Handle Watersense  Bathroom Sink Faucet (Drain Included),http://images.example.com/product/converted/038877/038877549056.jpg,42701418759545129,038877549056,2013-02-08 10:10:47,2013-01-23 02:09:26,FASHION PLUMBING,NULL,Pfister,0
LIVE NURSERY-FLWRG. & DECID. SHRUBS,382416,SHRUBS/TREES,3.0 GAL SPIREA SNOW STORM PW,http://images.example.com/product/converted/000000/000000000000.jpg,42702094364650111,009259850534,2013-02-08 10:11:22,2013-01-23 02:14:26,NURSERY & GARDENING,NULL,Unbranded,0
HOLIDAY - ORNAMENTS,351331,TRIM-A-TREE,"3-Pack Gold ""Joy,"" ""Noel,"" & ""Peace"" Ornaments",http://images.example.com/product/converted/708016/708016291565.jpg,42712868802944809,708016291565,2013-02-08 10:11:06,2013-01-23 02:12:08,OUTDOOR FASHIONS,NULL,Holiday Living,0
RETAINING WALL BLOCKS,357649,PATIO HARDSCAPE,Bertram 11-5/8-in L x 4-in H Tranquil Flagstone Retaining Wall Block,http://images.example.com/product/converted/742786/742786307347.jpg,42715914884984022,742786307347,2013-02-08 10:11:10,2013-01-23 02:12:59,NURSERY & GARDENING,NULL,allen + roth,0
APPLICATORS:  ROLLERS,47969,APPLICATORS,9-in x 9/16-in Acoustical Foam Roller Cover,http://images.example.com/product/converted/071497/071497119377.jpg,42721001263352505,071497119377,2013-02-08 10:11:47,2013-01-23 01:54:16,PAINT,NULL,Wooster,0
FLEXIBLE CONDUIT,267641,ELECTRICAL CONDUIT & FITTINGS,"1/2"" NPT GRAY CORD GRIP",http://images.example.com/product/converted/000000/000000000000.jpg,42727317845104413,034481152873,2013-02-08 10:10:30,2013-01-23 02:07:20,ROUGH ELECTRICAL,NULL,CARLON,0
SPECIALTY HARD-TO-FIND,137369,FASTENERS,"1 Na Count 1/4""- 20 x 3/4"" Plain Steel Standard (Sae) Barrel Nut",http://images.example.com/product/converted/008236/008236709360.jpg,42731790343563368,008236709360,2013-02-08 10:09:38,2013-01-23 02:00:12,HARDWARE,NULL,The Hillman Group,0
NCF-TRELLIS,315820,TRELLIS / EDGING,4' Fan Trellis,http://images.example.com/product/converted/023183/023183100992.jpg,42732231745885916,023183100992,2013-02-08 10:10:47,2013-01-23 02:09:30,OUTDOOR FASHIONS,NULL,Matthews Four Seasons,0
PLUMBING-P/F - CPVC HOT/COLD FTGS.,276131,FITTINGS,WHITE 1/2 90DEG ELL TXT,http://images.example.com/product/converted/000000/000000000000.jpg,42732739824272335,662671295330,2013-02-08 10:10:34,2013-01-23 02:07:41,ROUGH PLUMBING,NULL,Canplas,0
TIE DOWNS/BUNGEES & CARGO MGNT,45485,"ROPE, CHAIN & TIEDOWNS",16' RATCHET TIEDOWN (-106858),http://images.example.com/product/converted/640328/640328454859.jpg,42738563701228800,640328454859,2013-02-08 10:11:45,2013-01-23 01:54:07,HARDWARE,NULL,Task Force,0
ALLEN + ROTH LAMINATE,391691,STOCK LAMINATE,4-in W x 50-3/4-in L Nutmeg Oak Laminate Flooring,http://images.example.com/product/converted/816281/816281009829.jpg,42746027626218178,816281009829,2013-02-08 10:11:27,2013-01-23 02:14:58,FLOORING,NULL,allen + roth,0
